,First,End,FirstWord,EndWord,FirstCUI,EndCUI,Distance,ScoreUMLS,Sentence,Document,Label
9026,739,741,staple anastomosis,anastomotic site,C0677554,C0677554,12,0,115,32577872,SY
9027,752,754,anastomotic site,anastomosis,C0677554,C0332853,6,0,117,32577872,RO
9028,798,800,mesenteric artery,inferior mesenteric artery,C0025465,C0162860,7,1,125,32577872,CHD
9029,55,56,surgical therapy,esophageal cancer,C0039798,C0014859,2,0,10,25967140,QB
9030,57,62,surgical technique,procedure,C0025664,C0184661,8,0,11,25967140,RO
9031,119,120,therapy,stent therapy,C0039798,C0039798,6,0,20,25967140,SY
9032,119,123,therapy,anastomotic leakage,C0039798,C0919691,13,0,20,25967140,QB
9033,120,123,stent therapy,anastomotic leakage,C0039798,C0919691,6,0,20,25967140,QB
9034,167,170,institution,hospital,C0018704,C0019994,8,0,28,25967140,RQ
9035,167,170,institution,hospital,C0018704,C0019994,8,0,28,25967140,CHD
9036,167,170,institution,hospital,C0018704,C0019994,8,0,28,25967140,RN
9037,225,226,anastomotic leak,therapy,C0919691,C0039798,3,0,41,25967140,AQ
9038,225,227,anastomotic leak,therapy,C0919691,C0039798,6,1,41,25967140,AQ
9039,225,230,anastomotic leak,therapy,C0919691,C0039798,11,0,41,25967140,AQ
9040,318,319,MA,USA,C0024874,C0041703,1,0,56,25967140,RB
9041,331,335,endoscope,endoscopic vision,C0014243,C0014245,12,0,58,25967140,RO
9042,349,351,transnasal enteral feeding tube,enteral nutrition,C0041281,C0014327,11,1,62,25967140,RB
9043,649,650,myocardial infarction,therapy,C0027051,C0039798,3,0,117,25967140,AQ
9044,890,892,anastomotic leak,stent therapy,C0919691,C0039798,4,1,166,25967140,AQ
9045,939,941,stent therapy,treatment,C0039798,C0039798,6,0,173,25967140,SY
9046,939,943,stent therapy,anastomotic leak,C0039798,C0919691,9,0,173,25967140,QB
9047,941,943,treatment,anastomotic leak,C0039798,C0919691,3,0,173,25967140,QB
9048,88,90,operation,level of anastomosis,C0543467,C0677554,2,4,11,34272996,CHD
9049,96,98,biomarker,c-reactive protein,C0005516,C0006560,4,1,12,34272996,RO
9050,121,122,nausea,vomiting,C0027497,C0042963,2,0,15,34272996,RO
9051,145,147,retrospective,cohort study,C0035363,C0009247,2,1,18,34272996,PAR
9052,155,159,Colorectal Cancer,colorectal cancer,C0009402,C0009402,11,0,19,34272996,SY
9053,155,159,Colorectal Cancer,colorectal cancer,C0009402,C0009402,11,0,19,34272996,RO
9054,208,209,registry,National Cancer Registry,C0034975,C0805443,7,0,26,34272996,RN
9055,226,228,post-anaesthesia care unit,intensive care unit,C0034871,C0021708,5,1,29,34272996,PAR
9056,341,344,epidural anaesthesia,regional anaesthesia,C0002913,C0002911,10,2,43,34272996,PAR
9057,341,344,epidural anaesthesia,regional anaesthesia,C0002913,C0002911,10,2,43,34272996,RO
9058,341,344,epidural anaesthesia,regional anaesthesia,C0002913,C0002911,10,2,43,34272996,RB
9059,360,363,rectum,large bowel,C0034896,C0021851,11,1,46,34272996,PAR
9060,360,363,rectum,large bowel,C0034896,C0021851,11,1,46,34272996,RO
9061,360,363,rectum,large bowel,C0034896,C0021851,11,1,46,34272996,RB
9062,652,655,study,investigation,C0008972,C1261322,7,2,87,34272996,RQ
9063,709,713,postoperative pain,pain,C0030201,C0030193,11,1,95,34272996,PAR
9064,713,714,pain,symptom,C0030193,C1457887,4,0,95,34272996,PAR
9065,713,714,pain,symptom,C0030193,C1457887,4,0,95,34272996,RB
9066,714,720,symptom,painful,C1457887,C0030193,19,0,95,34272996,CHD
9067,714,720,symptom,painful,C1457887,C0030193,19,0,95,34272996,RN
9068,722,724,pain,analgesic treatment,C0030193,C0002771,7,3,96,34272996,RO
9069,724,728,analgesic treatment,non-steroidal anti-inflammatory drug,C0002771,C0003211,16,0,96,34272996,CHD
9070,732,733,urinary retention,bladder catheterization,C0080274,C0042019,5,0,96,34272996,RO
9071,772,774,cardiovascular,non-cardiac surgery,C0007226,C0018821,3,0,101,34272996,RO
9072,812,813,individual,patient,C0027361,C0030705,1,0,108,34272996,CHD
9073,820,821,individual,patient,C0027361,C0030705,1,0,109,34272996,CHD
9074,50,53,risk factor,obesity,C0035648,C0028754,6,3,8,20236150,RO
9075,73,76,complication,implication,C0009566,C0009566,7,10,11,20236150,RN
9076,73,76,complication,implication,C0009566,C0009566,7,10,11,20236150,RB
9077,118,120,obesity,risk factor,C0028754,C0035648,6,0,17,20236150,RO
9078,157,161,secondary stoma construction,stoma,C0029473,C1955856,13,0,23,20236150,RQ
9079,214,215,surgical procedure,midline laparotomy,C0543467,C0023038,5,4,31,20236150,CHD
9080,215,221,midline laparotomy,incision,C0023038,C0184898,17,0,31,20236150,PAR
9081,215,221,midline laparotomy,incision,C0023038,C0184898,17,0,31,20236150,RB
9082,239,240,low anastomosis,operation,C0677554,C0543467,3,4,33,20236150,PAR
9083,239,244,low anastomosis,anastomosis,C0677554,C0332853,18,0,33,20236150,RO
9084,322,324,anastomotic height,anastomosis,C0677554,C0332853,5,0,44,20236150,RO
9085,343,345,p value,significant,C1709380,C0237881,6,0,48,20236150,RO
9086,586,588,manual anastomosis,anastomosis,C0677554,C0332853,6,0,83,20236150,RO
9087,684,685,secondary stoma construction,end stoma,C0029473,C1955856,1,4,97,20236150,RQ
9088,809,810,peritonitis,abdominal reoperation,C0031154,C0000726,1,9,117,20236150,PAR
9089,21,23,literature,publish,C0023866,C0034037,5,0,2,32978892,RO
9090,38,41,technique,endoscopy,C0025664,C0014245,5,0,5,32978892,QB
9091,38,42,technique,perfusion,C0025664,C0031001,6,0,5,32978892,QB
9092,38,43,technique,assessment,C0025664,C0031809,7,0,5,32978892,QB
9093,39,43,assess,assessment,C1516048,C0031809,6,0,5,32978892,RO
9094,41,43,endoscopy,assessment,C0014245,C0031809,2,0,5,32978892,RO
9095,70,73,anastomosis,distal anastomosis,C0332853,C0677554,7,4,9,32978892,RO
9096,83,87,anastomosis,distal anastomosis,C0332853,C0677554,9,2,12,32978892,RO
9097,94,96,assess,anastomotic assessment,C1516048,C0031809,5,0,14,32978892,RO
9098,96,97,anastomotic assessment,technique,C0031809,C0025664,1,0,14,32978892,AQ
9099,121,127,potential,risk,C3245505,C0035647,8,0,17,32978892,RO
9100,194,196,advanced technique,perfusion,C0025664,C0031001,6,0,23,32978892,QB
9101,202,204,assess,anastomotic assessment,C1516048,C0031809,5,0,24,32978892,RO
9102,204,205,anastomotic assessment,technique,C0031809,C0025664,1,0,24,32978892,AQ
9103,209,211,literature,publish,C0023866,C0034037,5,0,25,32978892,RO
9104,264,266,case–control,case series,C0007328,C0150093,3,0,33,32978892,RO
9105,275,280,assess,assessment,C1516048,C0031809,10,0,34,32978892,RO
9106,441,443,alt,ALT,C0001899,C0001899,3,0,56,32978892,RQ
9107,441,443,alt,ALT,C0001899,C0001899,3,0,56,32978892,SY
9108,443,447,ALT,alt,C0001899,C0001899,7,0,56,32978892,RQ
9109,443,447,ALT,alt,C0001899,C0001899,7,0,56,32978892,SY
9110,443,449,ALT,alt,C0001899,C0001899,10,0,56,32978892,RQ
9111,443,449,ALT,alt,C0001899,C0001899,10,0,56,32978892,SY
9112,443,453,ALT,alt,C0001899,C0001899,15,0,56,32978892,RQ
9113,443,453,ALT,alt,C0001899,C0001899,15,0,56,32978892,SY
9114,566,574,anastomotic line,anastomotic leak,C0677554,C0919691,16,0,72,32978892,RO
9115,650,652,marginal vessel,arcade vessel,C0005847,C0005847,7,0,83,32978892,RQ
9116,650,652,marginal vessel,arcade vessel,C0005847,C0005847,7,0,83,32978892,SY
9117,803,810,cohort study,retrospectively,C0009247,C0035363,19,0,105,32978892,CHD
9118,973,974,Great Britain,Ireland,C0018223,C0022067,2,0,126,32978892,RQ
9119,973,974,Great Britain,Ireland,C0018223,C0022067,2,0,126,32978892,RO
9120,973,977,Great Britain,Ireland,C0018223,C0022067,12,0,126,32978892,RQ
9121,973,977,Great Britain,Ireland,C0018223,C0022067,12,0,126,32978892,RO
9122,974,977,Ireland,Great Britain,C0022067,C0018223,7,0,126,32978892,RQ
9123,974,977,Ireland,Great Britain,C0022067,C0018223,7,0,126,32978892,RO
9124,977,978,Great Britain,Ireland,C0018223,C0022067,2,0,126,32978892,RQ
9125,977,978,Great Britain,Ireland,C0018223,C0022067,2,0,126,32978892,RO
9126,112,119,colonic,distal colorectal resection,C0009368,C0192866,18,2,21,31375246,RO
9127,130,135,sfm,SFM,C4552097,C4552097,13,0,21,31375246,RQ
9128,130,135,sfm,SFM,C4552097,C4552097,13,0,21,31375246,SY
9129,135,140,SFM,sfm,C4552097,C4552097,17,0,21,31375246,RQ
9130,135,140,SFM,sfm,C4552097,C4552097,17,0,21,31375246,SY
9131,135,142,SFM,sfm,C4552097,C4552097,19,0,21,31375246,RQ
9132,135,142,SFM,sfm,C4552097,C4552097,19,0,21,31375246,SY
9133,198,203,comorbiditie,morbidity,C0009488,C0026538,8,0,27,31375246,PAR
9134,198,203,comorbiditie,morbidity,C0009488,C0026538,8,0,27,31375246,RB
9135,477,480,treat with,treat,C0332293,C1522326,5,0,92,31375246,RO
9136,516,517,oral antibiotic prep,chemotherapy,C0003232,C0013216,2,0,96,31375246,PAR
9137,568,569,anastomotic leak rate,postoperative complication,C0919691,C0032787,3,0,108,31375246,PAR
9138,575,581,oral antibiotic prep,chemotherapy,C0003232,C0013216,10,0,109,31375246,PAR
9139,596,600,anastomotic leak rate,anastomotic leak,C0919691,C0919691,10,9,111,31375246,SY
9140,791,793,SFM,sfm,C4552097,C4552097,8,2,139,31375246,RQ
9141,791,793,SFM,sfm,C4552097,C4552097,8,2,139,31375246,SY
9142,191,198,procedure,fold procedure,C0184661,C0184661,15,0,35,30968259,SY
9143,192,196,reduce,diminish,C0392756,C0205216,9,1,35,30968259,RO
9144,198,201,fold procedure,folding procedure,C0184661,C0184661,8,0,35,30968259,SY
9145,12,19,laparoscopic appendectomy,laparoscopy,C0372525,C0031150,14,0,1,25091842,RB
9146,16,22,intra-abdominal abscess,abscess,C0243001,C0000833,14,2,1,25091842,PAR
9147,16,22,intra-abdominal abscess,abscess,C0243001,C0000833,14,2,1,25091842,RB
9148,23,26,open appendectomy,laparoscopic appendectomy,C0003611,C0372525,8,0,1,25091842,RQ
9149,23,26,open appendectomy,laparoscopic appendectomy,C0003611,C0372525,8,0,1,25091842,CHD
9150,23,26,open appendectomy,laparoscopic appendectomy,C0003611,C0372525,8,0,1,25091842,RN
9151,74,75,retrospective,case-controlled study,C0035363,C0007328,1,2,7,25091842,PAR
9152,74,75,retrospective,case-controlled study,C0035363,C0007328,1,2,7,25091842,RN
9153,43,44,condition,social disease,C0012634,C0012634,6,0,7,24817427,RQ
9154,43,44,condition,social disease,C0012634,C0012634,6,0,7,24817427,SY
9155,45,49,bariatric surgery,obesity,C1456587,C0028754,11,1,9,24817427,RQ
9156,45,49,bariatric surgery,obesity,C1456587,C0028754,11,1,9,24817427,RO
9157,47,49,treatment,obesity,C0039798,C0028754,3,0,9,24817427,QB
9158,93,94,evaluate,assess,C0220825,C1516048,2,0,17,24817427,RO
9159,94,102,assess,evaluate,C1516048,C0220825,19,0,17,24817427,RO
9160,178,183,datum,demographic datum,C1511726,C4684639,11,0,32,24817427,CHD
9161,222,225,procedure,laparoscopic,C0025664,C0031150,7,0,36,24817427,QB
9162,222,228,procedure,laparoscopic,C0025664,C0031150,16,0,36,24817427,QB
9163,235,238,mortality rate,no death,C0026565,C0011065,4,0,37,24817427,RO
9164,238,243,no death,mortality rate,C0011065,C0026565,10,0,37,24817427,RO
9165,425,427,treatment,fistula,C0039798,C0016169,4,0,67,24817427,QB
9166,531,532,nausea,vomiting,C0027497,C0042963,2,0,82,24817427,RO
9167,657,659,procedure,bariatric surgery,C0025664,C1456587,9,0,94,24817427,QB
9168,70,72,gastric cancer,malignancy,C0024623,C0006826,6,0,13,27561635,PAR
9169,70,72,gastric cancer,malignancy,C0024623,C0006826,6,0,13,27561635,RB
9170,134,137,procedure,technique,C0184661,C0449851,18,1,24,27561635,RO
9171,176,178,radiation oncologist,radiologist,C1514693,C0260194,2,0,31,27561635,PAR
9172,250,251,stomach,retrogastric resection,C0038351,C0017118,5,1,45,27561635,RO
9173,250,251,stomach,retrogastric resection,C0038351,C0017118,5,1,45,27561635,RN
9174,258,259,left lobe,liver,C0227486,C0023884,3,1,47,27561635,PAR
9175,258,259,left lobe,liver,C0227486,C0023884,3,1,47,27561635,RO
9176,258,259,left lobe,liver,C0227486,C0023884,3,1,47,27561635,RB
9177,258,260,left lobe,caudate lobe,C0227486,C0227489,9,0,47,27561635,CHD
9178,258,260,left lobe,caudate lobe,C0227486,C0227489,9,0,47,27561635,RN
9179,259,260,liver,caudate lobe,C0023884,C0227489,6,1,47,27561635,RO
9180,279,284,transverse colon,vasculature,C0227386,C0005839,9,1,51,27561635,AQ
9181,283,284,mesocolon,vasculature,C0025483,C0005839,1,1,51,27561635,AQ
9182,312,315,spleen,pancreas,C0037993,C0030274,14,0,56,27561635,RO
9183,313,315,retroperitoneum,pancreas,C0035359,C0030274,7,0,56,27561635,RO
9184,324,325,spleen,stomach,C0037993,C0038351,2,1,59,27561635,RO
9185,333,334,gastrocolic omentum,stomach,C0230259,C0038351,6,1,61,27561635,RO
9186,333,336,gastrocolic omentum,gastrocolic ligament,C0230259,C0230229,11,0,61,27561635,RO
9187,333,336,gastrocolic omentum,gastrocolic ligament,C0230259,C0230229,11,0,61,27561635,RN
9188,333,336,gastrocolic omentum,gastrocolic ligament,C0230259,C0230229,11,0,61,27561635,CHD
9189,333,338,gastrocolic omentum,stomach,C0230259,C0038351,18,1,61,27561635,RO
9190,353,355,stomach,left gastric artery,C0038351,C0226298,5,0,65,27561635,RO
9191,355,358,left gastric artery,stomach,C0226298,C0038351,7,0,65,27561635,RO
9192,389,390,posterior gastric artery,splenic artery,C0226315,C0037996,5,1,71,27561635,PAR
9193,389,390,posterior gastric artery,splenic artery,C0226315,C0037996,5,1,71,27561635,RO
9194,397,400,lymph node,lymphadenectomy,C0024204,C0024203,7,0,72,27561635,RO
9195,397,400,lymph node,lymphadenectomy,C0024204,C0024203,7,0,72,27561635,RN
9196,429,430,vessel,ligate,C0005847,C0023690,2,1,78,27561635,RO
9197,434,436,right crus,leave crus,C1140621,C1140621,9,0,79,27561635,PAR
9198,434,436,right crus,leave crus,C1140621,C1140621,9,0,79,27561635,RB
9199,434,436,right crus,leave crus,C1140621,C1140621,9,0,79,27561635,CHD
9200,434,436,right crus,leave crus,C1140621,C1140621,9,0,79,27561635,SY
9201,434,436,right crus,leave crus,C1140621,C1140621,9,0,79,27561635,RQ
9202,434,436,right crus,leave crus,C1140621,C1140621,9,0,79,27561635,RN
9203,446,447,stomach,esophagus,C0038351,C0014876,4,1,81,27561635,RO
9204,477,479,pylorus,duodenum,C0034196,C0013303,5,0,86,27561635,RO
9205,541,543,patient,patient’s leave,C0030705,C0030705,11,0,96,27561635,RQ
9206,541,543,patient,patient’s leave,C0030705,C0030705,11,0,96,27561635,SY
9207,594,597,suture material,stay suture,C0038969,C0038969,14,0,105,27561635,RQ
9208,594,597,suture material,stay suture,C0038969,C0038969,14,0,105,27561635,SY
9209,607,609,bowel loop,bowel,C0021853,C0021853,9,0,107,27561635,RQ
9210,607,609,bowel loop,bowel,C0021853,C0021853,9,0,107,27561635,SY
9211,617,620,jejunum,jejunal pouch,C0022378,C0022378,11,0,109,27561635,RQ
9212,617,620,jejunum,jejunal pouch,C0022378,C0022378,11,0,109,27561635,SY
9213,620,622,jejunal pouch,distal jejunum,C0022378,C0022378,11,0,109,27561635,RQ
9214,620,622,jejunal pouch,distal jejunum,C0022378,C0022378,11,0,109,27561635,SY
9215,628,629,bowel,enterostomy,C0021853,C0014370,6,1,111,27561635,RO
9216,628,629,bowel,enterostomy,C0021853,C0014370,6,1,111,27561635,RN
9217,638,640,jejunal pouch,jejunal,C0022378,C0022378,4,0,113,27561635,RQ
9218,638,640,jejunal pouch,jejunal,C0022378,C0022378,4,0,113,27561635,SY
9219,638,646,jejunal pouch,"jejunojejunostomy
next",C0022378,C0022377,16,1,113,27561635,RO
9220,638,646,jejunal pouch,"jejunojejunostomy
next",C0022378,C0022377,16,1,113,27561635,RN
9221,638,647,jejunal pouch,roux-y jejuno-jejunostomy,C0022378,C0022377,18,0,113,27561635,RO
9222,638,647,jejunal pouch,roux-y jejuno-jejunostomy,C0022378,C0022377,18,0,113,27561635,RN
9223,640,646,jejunal,"jejunojejunostomy
next",C0022378,C0022377,12,0,113,27561635,RO
9224,640,646,jejunal,"jejunojejunostomy
next",C0022378,C0022377,12,0,113,27561635,RN
9225,640,647,jejunal,roux-y jejuno-jejunostomy,C0022378,C0022377,14,1,113,27561635,RO
9226,640,647,jejunal,roux-y jejuno-jejunostomy,C0022378,C0022377,14,1,113,27561635,RN
9227,646,647,"jejunojejunostomy
next",roux-y jejuno-jejunostomy,C0022377,C0022377,2,1,113,27561635,RQ
9228,646,647,"jejunojejunostomy
next",roux-y jejuno-jejunostomy,C0022377,C0022377,2,1,113,27561635,SY
9229,671,675,patient’s abdomen,laparoscopically,C0000726,C0031150,16,1,116,27561635,RO
9230,726,728,procedure,open procedure,C0025664,C0184661,4,0,125,27561635,RO
9231,810,811,material,case,C0520510,C0868928,6,0,136,27561635,RN
9232,829,830,procedure,jejuno-jejunostomy,C0025664,C0022377,2,0,141,27561635,QB
9233,832,833,procedure,laparoscopic cholecystectomy,C0025664,C0162522,5,0,143,27561635,QB
9234,832,835,procedure,laparoscopic liver resection,C0025664,C0019144,8,0,143,27561635,QB
9235,832,836,procedure,pancreaticoduodenectomie,C0025664,C0085162,11,0,143,27561635,QB
9236,838,839,educational tool,technique,C0013621,C0025664,7,0,144,27561635,AQ
9237,838,841,educational tool,teaching,C0013621,C0039401,14,1,144,27561635,CHD
9238,838,841,educational tool,teaching,C0013621,C0039401,14,1,144,27561635,RO
9239,838,841,educational tool,teaching,C0013621,C0039401,14,1,144,27561635,RN
9240,898,899,Netherlands,country,C0027778,C0454664,10,0,149,27561635,PAR
9241,900,903,surgeon,surgeon’s,C0582175,C0582175,9,1,150,27561635,SY
9242,902,905,evaluate,self-evaluation tool,C0220825,C0036591,10,1,150,27561635,RN
9243,919,920,procedure,surgeon’s technique,C0184661,C0449851,1,1,152,27561635,RO
9244,919,922,procedure,procedure cost,C0184661,C0184661,10,1,152,27561635,SY
9245,920,922,surgeon’s technique,procedure cost,C0449851,C0184661,8,0,152,27561635,RO
9246,1022,1026,teach,learn,C0039401,C0013621,8,0,166,27561635,PAR
9247,1022,1026,teach,learn,C0039401,C0013621,8,0,166,27561635,RO
9248,1022,1026,teach,learn,C0039401,C0013621,8,0,166,27561635,RB
9249,74,75,potential,risk,C3245505,C0035647,1,1,12,33160636,RO
9250,138,142,hemostatic agent,hemostasis,C0019120,C0019116,10,1,16,33160636,RO
9251,138,144,hemostatic agent,topical hemostatic agent,C0019120,C0019120,17,6,16,33160636,RQ
9252,138,144,hemostatic agent,topical hemostatic agent,C0019120,C0019120,17,6,16,33160636,SY
9253,142,144,hemostasis,topical hemostatic agent,C0019116,C0019120,7,0,16,33160636,RO
9254,222,224,subsequently,adjacent,C0332282,C0205117,11,0,32,33160636,RO
9255,223,226,pelvi,pelvis,C0030797,C0030797,13,1,32,33160636,RQ
9256,223,226,pelvi,pelvis,C0030797,C0030797,13,1,32,33160636,SY
9257,290,291,abdominal physical examination,digital rectal palpation,C0031809,C1384593,2,0,40,33160636,CHD
9258,300,301,grade b leakage,grade c leakage,C0011378,C0011378,2,1,42,33160636,SY
9259,411,416,tumor,low tumor,C0027651,C0027651,15,0,62,33160636,RQ
9260,411,416,tumor,low tumor,C0027651,C0027651,15,0,62,33160636,SY
9261,411,416,tumor,low tumor,C0027651,C0027651,15,0,62,33160636,RO
9262,416,417,low tumor,tumor,C0027651,C0027651,6,0,62,33160636,RQ
9263,416,417,low tumor,tumor,C0027651,C0027651,6,0,62,33160636,SY
9264,416,417,low tumor,tumor,C0027651,C0027651,6,0,62,33160636,RO
9265,453,454,hgb,hemoglobin,C0019029,C0019046,1,0,68,33160636,RO
9266,489,490,hgb,hemoglobin,C0019029,C0019046,1,0,74,33160636,RO
9267,682,684,anastomotic procedure,anastomosis,C0677554,C0332853,7,1,102,33160636,RO
9268,788,789,infection,abscess,C0009450,C0000833,2,1,113,33160636,CHD
9269,788,789,infection,abscess,C0009450,C0000833,2,1,113,33160636,RO
9270,792,793,infection,abscess,C0009450,C0000833,2,1,114,33160636,CHD
9271,792,793,infection,abscess,C0009450,C0000833,2,1,114,33160636,RO
9272,886,887,potential,risk,C3245505,C0035647,1,1,128,33160636,RO
9273,14,18,aortic,aneurysmal sac,C0003483,C0002940,13,1,2,22186452,RO
9274,21,22,ascend aorta,aortic arch,C0003956,C0003489,2,0,3,22186452,RO
9275,24,26,takayasu's arteritis,etiology,C0039263,C0015127,7,10,4,22186452,AQ
9276,25,26,vasculitis,etiology,C0042384,C0015127,3,0,4,22186452,AQ
9277,46,50,vascular,aneurysm formation,C0005847,C0002940,9,1,8,22186452,RO
9278,236,238,adventitial fibrosis,vasa vasorum,C0225342,C0042367,6,1,44,22186452,RO
9279,293,295,steroid,medication,C0038317,C0013227,4,2,55,22186452,RB
9280,313,315,aorta,dilatation,C0003483,C0002940,5,1,58,22186452,RO
9281,317,320,distal anastomosis,anastomosis,C0677554,C0332853,7,4,58,22186452,RO
9282,333,334,aneurysm,pseudoaneurysm formation,C0002940,C1510412,3,0,60,22186452,CHD
9283,333,334,aneurysm,pseudoaneurysm formation,C0002940,C1510412,3,0,60,22186452,RN
9284,341,346,aortic aneurysm,aneurysm sac,C0003486,C0002940,12,8,61,22186452,PAR
9285,341,346,aortic aneurysm,aneurysm sac,C0003486,C0002940,12,8,61,22186452,RO
9286,341,346,aortic aneurysm,aneurysm sac,C0003486,C0002940,12,8,61,22186452,RB
9287,363,367,operation,distal anastomosis,C0543467,C0677554,13,2,64,22186452,CHD
9288,52,53,microdialysis,measurement,C0206056,C0242485,1,1,7,27663697,PAR
9289,52,53,microdialysis,measurement,C0206056,C0242485,1,1,7,27663697,RB
9290,105,106,procedure,laparoscopically,C0025664,C0031150,3,0,17,27663697,QB
9291,279,280,placement,operation,C0021107,C0543467,2,4,66,27663697,PAR
9292,279,280,placement,operation,C0021107,C0543467,2,4,66,27663697,RB
9293,133,136,infrare light,electromagnetic energy,C0021431,C0034519,9,0,20,32072407,PAR
9294,133,136,infrare light,electromagnetic energy,C0021431,C0034519,9,0,20,32072407,RB
9295,242,243,level of anastomosis,anastomosis,C0677554,C0332853,3,4,34,32072407,RO
9296,280,283,switch,foot switch,C1707719,C1708091,10,0,41,32072407,CHD
9297,288,291,blue color,color,C1260957,C0009393,8,0,42,32072407,PAR
9298,288,291,blue color,color,C1260957,C0009393,8,0,42,32072407,RB
9299,295,296,splenic flexure,colon,C0227387,C0009368,3,1,43,32072407,PAR
9300,295,296,splenic flexure,colon,C0227387,C0009368,3,1,43,32072407,RO
9301,295,296,splenic flexure,colon,C0227387,C0009368,3,1,43,32072407,RB
9302,531,533,side effect,icg,C0001688,C0021234,6,0,76,32072407,QB
9303,631,632,characteristic,reliability,C1521970,C2347947,2,0,89,32072407,CHD
9304,0,2,anastomotic leak,rectal anastomosis,C0919691,C0677554,7,9,0,28916858,RO
9305,1,6,postoperative complication,implication,C0032787,C0009566,10,0,0,28916858,PAR
9306,1,6,postoperative complication,implication,C0032787,C0009566,10,0,0,28916858,RO
9307,1,6,postoperative complication,implication,C0032787,C0009566,10,0,0,28916858,RB
9308,228,233,visual assessment,assessment,C1261322,C0031809,17,0,39,28916858,RO
9309,319,323,endoscopic,intervention,C0014245,C0184661,12,0,54,28916858,PAR
9310,326,329,anastomotic leak with,anastomotic leak sequela,C0919691,C0919691,7,2,55,28916858,SY
9311,331,332,intervention,endoscopic,C0184661,C0014245,4,4,56,28916858,CHD
9312,331,334,intervention,operative intervention,C0184661,C0184661,7,1,56,28916858,SY
9313,332,334,endoscopic,operative intervention,C0014245,C0184661,3,3,56,28916858,PAR
9314,379,380,comorbiditie,diabetes mellitus,C0009488,C0011849,2,3,63,28916858,RO
9315,379,381,comorbiditie,hypertension,C0009488,C0020538,4,3,63,28916858,RO
9316,381,383,hypertension,cardiovascular disease,C0020538,C0007222,4,8,63,28916858,PAR
9317,381,383,hypertension,cardiovascular disease,C0020538,C0007222,4,8,63,28916858,RB
9318,489,490,Grade 3 anastomosis,anastomosis,C0677554,C0332853,4,4,79,28916858,RO
9319,515,519,Grade 2 anastomosis,anastomotic line,C0677554,C0677554,10,0,83,28916858,SY
9320,531,532,Grade 2 anastomosis,anastomotic leak rate,C0677554,C0919691,3,4,87,28916858,RO
9321,535,541,mucosal classification,grade 1 classification,C0008902,C0008902,14,1,88,28916858,RQ
9322,535,541,mucosal classification,grade 1 classification,C0008902,C0008902,14,1,88,28916858,SY
9323,567,572,gender,male,C0079399,C0086582,9,0,92,28916858,CHD
9324,567,572,gender,male,C0079399,C0086582,9,0,92,28916858,RO
9325,567,572,gender,male,C0079399,C0086582,9,0,92,28916858,RN
9326,567,577,gender,male,C0079399,C0086582,19,2,92,28916858,CHD
9327,567,577,gender,male,C0079399,C0086582,19,2,92,28916858,RO
9328,567,577,gender,male,C0079399,C0086582,19,2,92,28916858,RN
9329,658,662,anastomotic leak,anastomotic line,C0919691,C0677554,11,0,102,28916858,RO
9330,673,675,anastomotic leak patient,anastomotic line,C0919691,C0677554,4,9,104,28916858,RO
9331,724,725,technique,Doppler flowmetry,C0025664,C0162520,3,0,113,28916858,QB
9332,785,790,intraoperative endoscopy,endoscopy subset,C4763911,C0014245,13,0,123,28916858,PAR
9333,815,817,mucosal ischemia,pathophysiology,C0022116,C0031847,10,9,127,28916858,AQ
9334,817,818,pathophysiology,anastomotic leak,C0031847,C0919691,2,0,127,28916858,QB
9335,820,824,assessment,visual assessment,C0031809,C0031809,8,0,128,28916858,SY
9336,835,837,visual assessment,endoscopic grading,C0031809,C0014245,10,1,129,28916858,RO
9337,858,860,anastomosis,anastomotic repair,C0332853,C0677554,6,4,133,28916858,RO
9338,865,866,indocyanine green fluorescent angiography,fluorescent angiographic method,C0086305,C0086305,4,3,134,28916858,SY
9339,943,948,classification,repair technique,C0008902,C0025664,16,0,149,28916858,AQ
9340,29,32,anesthesia,surgery,C0002903,C0038894,8,1,4,23099730,RO
9341,54,60,surgery,surgical care,C0038894,C0543467,17,0,6,23099730,RQ
9342,54,60,surgery,surgical care,C0038894,C0543467,17,0,6,23099730,SY
9343,64,65,gastric cancer,cancer,C0024623,C0006826,4,1,7,23099730,PAR
9344,64,65,gastric cancer,cancer,C0024623,C0006826,4,1,7,23099730,RB
9345,131,132,local risk factor,systemic risk factor,C0035648,C0035648,2,0,12,23099730,RQ
9346,131,132,local risk factor,systemic risk factor,C0035648,C0035648,2,0,12,23099730,SY
9347,131,135,local risk factor,smoking,C0035648,C0037369,15,0,12,23099730,RO
9348,132,135,systemic risk factor,smoking,C0035648,C0037369,11,0,12,23099730,RO
9349,149,150,Oxygen,chemical element,C0030054,C0013879,2,0,15,23099730,PAR
9350,149,150,Oxygen,chemical element,C0030054,C0013879,2,0,15,23099730,RB
9351,152,154,oxidative metabolism,mitochondria,C0282636,C0026237,7,4,15,23099730,RO
9352,185,187,erythrocyte metabolism,hemoglobin,C0014792,C0019046,8,1,18,23099730,RO
9353,209,213,hyperoxia status,hypoxia,C0242706,C0242184,11,0,21,23099730,RQ
9354,209,213,hyperoxia status,hypoxia,C0242706,C0242184,11,0,21,23099730,RO
9355,219,226,anastomotic leakage,ischemic anastomosis,C0919691,C0677554,17,0,22,23099730,RO
